Which creature has teeth in it's stomach?,Lobster
Which nautical character made a return to our screens in 2002 after a 5 year break?,Captain Birdseye
In Computing of what is the term “bit” an abbreviation?,Binary Digit
Which two people in Britain can't travel together by plane?,Prince Charles & Prince William
"What animal name is given to Sirius, the brightest star?",The Dog Star
What was “heading west” in The Stranglers 1982 single Golden Brown?,Herion
In Baseball Where Do The Red Sox Come From,Boston
In African Politics What Does The Letter C Stand For In ANC,Congress
Red & Yellow Were The Colours Of Which Comic Strip Rovers,Melchester
Where Is The Open University Based,Milton Keynes
Which Goal Keeper Was Beaten By Maradona's So Called Hand Of God,Peter Shilton
What Does The Letter C Stand For In The Computer Term ASCII,Code
They're Great Describes Which Product In Advertising,Kellogs Frosties
What Were We Advised To Do Every Trip In The Late Seventies,Clunk Click
What was the first daily quiz show that started in 1983?,Blockbusters
Which Dog Clocked Up An Amazing 550 Plus Hours Of Air Time On British Tv,Petra
How Many Legs Does A Woodlice Have,14
What Name Is Given 2A Workplace Where Everyone Has To Be A Union Member,Closed Shop
Which Beano Character Lived At Bunkerton Castle,Lord Snooty
What are the two main ingredients of a traditional Ploughman's Lunch?,Bread & Cheese
In 1960 Penguin Books Were Charged With Publishing An Obscene Work What Was It,Lady Chatterleys Lover
What is Hydrated Magnesium Sulphate More Commonly Known As,Epsom Salts
Writer Mary Westmacott is better known by what name,Agatha Christie
What Does The Nautical Expression Avast Mean,Stop
What Show Provided BBC Sales With A Third Of Their 1997 Profits,The Teletubbies
What Is A Male Witch Called,A Warlock
"Halloween Originated From a festival held by which ancient tribe Druids, Celts, Goths, Visigoths Or The Huns",The Celts
What was the name of the wicked witch in the Childrens Tv show Emu's World,Grotbags
Which City In England Is Said To Be The Most Haunted,York
What Does The Name Dracula Actually Mean,Son Of Devil / Satan
Which Word can go after Sign and before Office,Post
Which Car Company Produces The Model Spider,Alpha Romeo
Which London Street Is Associated With The Medical Profession,Harley Street
What was Sharon Davies Code Name In The Tv Show Gladiators,Amazon
If You Combined K & P To Make Cables What Would Your Hobby Be,Knitting
Which actor successfully sued The Sun for libel in 1991 but ended up losing money as he was ordered to pay costs?,William Roach
Which British coin was first issued in 1982?,20 Pence Piece
In radio terminology what does VHF stand for?,Very High Frequency
On an Ordance Survey Map what animal is the symbol for a zoo?,Elephant
"What is the main ingredient of the Korean Soup Bosintang, is it? Dog, Rabbit, Lamb or Horse!!",Dog!!!
"Who was it that said “ The politician who has never made a mistake, never made a decision?",John Major
Which band backed Olivia Newton John on Xanadu?,Electric Light Orchestra
What was Dirk Bennedicts character in the TV show The A-Team?,Face
What is another name for a swimsuit?,One Piece
What relation is Prince Phillip to Prince Harry?,Grandfather
In American football where does a player have to get to score a Touchdown?,End Zone
What new experiment brought misery to London motorist in 1983?,Wheel Clamp
The first pair of what brand of boots were made from tyres?,Doc Martins
What connects photocopy paper and a road from London to Avonmouth?,They are both A4
What is at the centre of the Indian national flag?,A Wheel
In which English City is the National Glass Centre?,Sunderland
In which 1967 film is Ben Braddock the central character?,The Graduate
Which popular board game was invented by Alfred Mosher Butts in 1931?,Scrabble
Who wears the Fisherman Ring?,The Pope
"Which European Landmark has 1,792 steps?",The Eiffel Tower
"Which Grand Old Soldier had 10,000 men?",Duke Of York
Cornish Yarg Cheese is traditionally served in what?,Nettles
What was Roald Amundsen the first person to reach?,South Pole
Who would be associated with Annie & Clarabel?,Thomas The Tank Engine
Which legendary rock band celebrated their 40 th anniversary in 2002?,The Rolling Stones
On a standard keyboard which is the largest key?,Space Bar
What were the Christian names of the “Blues Brothers”?,Jake & Elwood
"Which of these singers has never had a UK Number 1 as a solo artist, Mariah Carey, Tina Turner, David Bowie & Paul McCartney?",Tina Turner
"Which letter comes next in this sequence H,B,T,Y,H,B,T,Y,H,B?",D – First Line Of Happy Birthday
The North Pole is in which ocean?,Artic
"Where would you come across the characters Shauney, Eddie, Stephanie, Matt, Hobey, Logan & Ben? `",Baywatch
"Which culinary term, popular in the late 80's means “New Cooking”?",Nouvelle Cuisine
"Which town had a clock which always told the time “ Never Too Quickly, Never Too Slowly”?",Trumpton
Which British Island was known as Vectis to the Romans?,The Isle Of Wight
In Greek Mythology what name is given to the 3 headed dog who guards the gates of Hades?,Cerberus
In Cockney Rhyming slang what are Harpers & Queens?,Jeans
What is the longest bone in the human body?,The Femur (Thigh Bone)
What is unusual about Gazpacho soup?,Served Cold
Who is the first character to speak in the original Star Wars Film (Episode IV)?,C3PO
"Six characters in the village people are biker, cop, cowboy, Indian & sailor. What is the 6 th ?",Construction Worker
Anne Boleyn was reputed to have had an extra What?,Finger
Who released the album “A Rush Of Blood To The Head”?,Coldplay
"Matthew, Mark & John were three of the four Evangelist Gospel authors; who was the forth?",Luke
What is a cheetah incapable of doing that most other cats are?,Retracting It's Claws
Which TV cop's dog was named after a former Canadian Prime Minister?,Benton Fraser (Due South) Diefenbaker
What film did Brendan Fraiser play alongside a talking ape?,George Of The Jungle
In which film did Rex Harrison appear alongside a two-headed Llama?,Doctor Doolittle
Which character has been played on TV by Phil Silvers and on film by Steve Martin?,Sergeant Bilko
"On August 3 rd , 1492 who led an historic sailing expedition from Palos in Southern Spain?",Christopher Columbus
What colour is the semi precious stone Peridot?,Green
On which side of the road do cars run in the Republic Of Ireland?,Left
Who had a number one UK hit in 1981 with ”Green Door”?,Shakin' Stevens
"In which TV programme, first broadcast in1964 did Leeds beat Reading in the first show?",University Challenge
Which religious groups HQ is called Watchtower House,Jehovah's Witness
Who played the mother of Elvis Presley in the film Blue Hawaii?,Angela Lansbury
On a ship what is housed in a Binnacle?,Compass
What colour do judges wear with there black robes when doing a criminal case?,Blue
Who was on the back of a 10 Pound note directly before Charles Dickens?,Florence Nightingale
In which London street is Selfridges?,Oxford Street
What are there 23 pairs of in the Human Body?,Chromosomes
Who wrote the novel Jurassic Park?,Michael Crichton
What is the largest woman's prison in Britain?,Holloway
Who played Pamela Lynch in the sitcom Watching?,Liza Tarbuck
Of Blackpool's three piers which one is the longest?,North Pier
In which 1991 film did Kurt Russell play a fire fighter?,Back Draft
What do the initials ATC stand for with regard to aviation?,Air Traffic Control
What is the name of Adrian Moles girlfriend?,Pandora
"What creature used to be on the logo for the Midland Bank, which is now HSBC?",The Griffin
Which was the most famous creation of P.L Travers?,Mary Poppins
What Type Of Creature Was George In The Classic Tv Show Rainbow,A Hippo
Specifically What type of vehicle was the bismarck,Battle ship
What was the name of the project launched by the police to combat household burglary?,Operation Bumblebee
What was the name of the TV sitcom Starring Ronnie Corbett?,Sorry!!
What award was David Jason presented with at the 2001 British Comedy Awards,Life Time Achievement Award
"Which famous Hungarian casserole is made with beef, onions and paprika?",Goulash
Who was the first member of the Eastenders cast to have a top 10 hit?,Wendy Richards
What name is given to plants that flower year after year?,Perennials
Which Indian instrument has nineteen strings?,The Sitar
What Is Section Called On A Standard Monopoly Board Contains A Question Mark?,Chance
Which European Country's red & white flag represents the tunic of Duke Leopold V?,Austria
Major General VassIlios contantinides Is The president of which Major organization,The Olympic Security Council
What colour are wild budgerigars?,Green
What drink gets its name from the Dutch for ”Burnt Orange”?,Brandy
Which high security prison was Jeffrey Archer sent to upon his conviction in 2001?,Belmarsh
Which fictional group of school kids was created by Leo Baxendale in 1954?,The Bash Street Kids
Where in Britain is Temple Meads station?,Bristol
Where can one view a poem entitled The New Colossus by Emma Lazarus?,Pedastal Of The Statue Of Liberty
Which country has the world's longest coastline?,Canada
What does the computer language For-Tran stand for?,Formula Translation
What do the letters IRA stand for?,Irish Republican Army
"What links the films JFK, The Doors and Natural Born Killers?",Director Oliver Stone
Which British city is home to the Bredero Shopping centre?,Aberdeen
Who was the only Aussie winner of the men's singles at Wimbledon in the 80's?,Pat Cash
What was the name of the 2001 film starring David Boreanaz and Denise Richards?,Valentine
Which song contains the line “they paved paradise and put up a parking lot”?,Big Yellow Taxi
Who owned Mr Ed in the TV sitcom of the 60's (Full Character Name)?,Wilbur Post
What alcoholic drink do Japanese farmers rub into a cows skin to make the meat more Tender?,Gin
Which city has the airport code CPT?,Cape Town
Name Any Actor That Was A Pall Bearer at Bruce Lee's funeral?,Steve McQueen
Who wrote the lyrics for Jesus Christ Superstar?,Tim Rice
Which American building is the largest office building in the world?,The Pentagon
What is the fastest animal on 2 legs which can reach a speed of 40 MPH?,Ostrich
"In 1931, what became the first ever Uk televised sports event?",The Derby
How many pieces are there in a standard set of dominoes?,28
Which sport is featured in the NATO phonetic alphabet?,Golf
Who's number plate is SLW 287R?,Mr Beans
Which town in Lancashire was called Marsden prior to 1805?,Nelson
"What connects the years 1865, 1881,1901 & 1963?",Assassination Of US Presidents
What animal comes between a crab and a virgin?,Lion (Star Signs)
What is Stella Rimington famous for?,1 st Female Boss Of The MI5
"What Have Bruce Willis, Patrick Swayze & Micheal Keaton All Got In Common",All Played Roles As Ghosts
In the TV show Hi-De-Hi what was the name of the holiday camp?,Maplins
According to the Bible on what day did God create beasts on the earth?,5 th
What is the only letter of the alphabet which does not appear in any of the names of the 50 American States?,Q
Cars with the international vehicle registration CDN come from where?,Canada
Behind the USA which country has the second longest road network in the world?,India
If you buy pamplemousses in France what would you be buying?,Grapefruits
What 3 letter word can go after “tar” and before “gent”?,Tan
"What is the only group to have had number one hits in the 60's, 70's & 80's?",Bee Gees
Which is further north Chelmsford or Colchester?,Colchester
A Daiquiri is made from fruit juice and which alcoholic drink?,White Rum
In the Renault ad was Nicole supposed to marry Reeves or Mortimer?,Mortimer
Who was the oldest person to top the UK singles chart in the 20 th Century?,Louis Armstrong
What is the name of the highest mountain in Greece?,Mount Olmpus
"In what way are Pharos, Emma & Linnet connected with the royal family?",Queens Corgi's
What Is The Chemical Symbol For Ice,H20
In Which Part Of The Human Body Will You Find The Thalamus,The Brain
In which county is Eton College?,Berkshire
As At Nov 2005 Who Was The Last British Prime Minister Not To Have a Wife,Maggie Thatcher
